file,function,start_line,end_line
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsqr.py","test_gh_2466",54,62
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsqr.py","test_well_conditioned_problems",63,92
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsqr.py","test_b_shapes",93,106
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsqr.py","test_initialization",107,121
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","get_sample_problem",9,18
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_singular",19,27
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_x0_is_used_by",28,44
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","trace_iterates",35,36
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_shift",45,54
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_asymmetric_fail",55,63
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_minres_non_default_x0",64,74
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_minres_precond_non_default_x0",75,87
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py","test_minres_precond_exact_x0",88,98
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tests/test_utils.py","test_make_system_bad_shape",7,10
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/tfqmr.py","tfqmr",9,180
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/utils.py","coerce",19,26
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/utils.py","id",27,30
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/utils.py","make_system",31,122
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/_gcrotmk.py","_fgmres",14,183
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/_gcrotmk.py","lpsolve",64,65
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/_gcrotmk.py","rpsolve",67,69
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_isolve/_gcrotmk.py","gcrotmk",184,504
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","inv",31,79
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_onenorm_matrix_power_nnm",80,112
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_is_upper_triangular",113,127
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_smart_matrix_product",128,170
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","__init__",173,184
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_matvec",185,189
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_rmatvec",190,196
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_matmat",197,201
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","T",203,206
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","__init__",212,231
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_matvec",232,236
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_rmatvec",237,242
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_matmat",243,247
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","T",249,253
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_onenormest_matrix_power",254,294
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_onenormest_product",295,336
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","__init__",347,380
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","A2",382,387
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","A4",389,394
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","A6",396,401
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","A8",403,408
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","A10",410,415
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d4_tight",417,421
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d6_tight",423,427
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d8_tight",429,433
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d10_tight",435,439
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d4_loose",441,451
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d6_loose",453,463
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d8_loose",465,475
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","d10_loose",477,487
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","pade3",488,495
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","pade5",496,503
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","pade7",504,511
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","pade9",512,522
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","pade13_scaled",523,545
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","expm",546,593
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_expm",594,683
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_solve_P_Q",684,715
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_exp_sinch",716,746
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_eq_10_42",747,770
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_fragment_2_1",771,819
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","_ell",820,865
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_matfuncs.py","matrix_power",866,941
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_norm.py","_sparse_frobenius_norm",15,19
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_norm.py","norm",20,195
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","onenormest",11,120
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","_blocked_elementwise",121,141
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","wrapper",128,138
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","sign_round_up",143,158
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","_max_abs_axis1",160,163
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","_sum_abs_axis0",164,175
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","elementary_vector",176,181
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","vectors_are_parallel",182,191
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","every_col_of_X_is_parallel_to_a_col_of_Y",192,198
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","column_needs_resampling",199,212
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","resample_column",213,216
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","less_than_or_close",217,220
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","_algorithm_2_2",221,323
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_onenormest.py","_onenormest_core",324,468
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","__init__",245,261
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_eigenvalue_ordering",262,292
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","eigenvalues",293,309
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_ev1d",310,335
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_one_eve",336,345
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","eigenvectors",346,372
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","toarray",373,436
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tosparse",437,477
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matvec",478,510
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matmat",511,513
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_adjoint",514,516
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_transpose",517,520
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","__init__",612,617
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","eigenvalues",618,636
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tobanded",637,645
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tosparse",646,656
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","toarray",657,659
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matvec",660,675
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matmat",676,683
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_adjoint",684,686
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_transpose",687,690
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","__init__",715,719
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_diag",720,724
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tobanded",725,727
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tosparse",728,732
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","toarray",733,735
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matvec",736,744
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matmat",745,752
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_adjoint",753,755
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_transpose",756,759
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","__init__",785,794
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tobanded",795,797
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","tosparse",798,802
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","toarray",803,805
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matvec",806,823
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_matmat",824,831
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_adjoint",832,834
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","_transpose",835,838
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","__init__",928,934
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py","eigenvalues",935,953
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_svdp.py","__init__",40,45
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_svdp.py","__call__",46,51
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_svdp.py","shape",53,55
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_svdp.py","dtype",57,63
"backend/.venv/Lib/site-packages/scipy/sparse/linalg/_svdp.py","_svdp",64,292
"backend/.venv/Lib/site-packages/scipy/sparse/sparsetools.py","__dir__",10,13
"backend/.venv/Lib/site-packages/scipy/sparse/sparsetools.py","__getattr__",14,18
"backend/.venv/Lib/site-packages/scipy/sparse/spfuncs.py","__dir__",10,13
"backend/.venv/Lib/site-packages/scipy/sparse/spfuncs.py","__getattr__",14,18
"backend/.venv/Lib/site-packages/scipy/sparse/sputils.py","__dir__",10,13
"backend/.venv/Lib/site-packages/scipy/sparse/sputils.py","__getattr__",14,18
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","cases_64bit",42,86
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","_check_resiliency",89,106
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","check",94,103
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_limit_10",111,113
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_32",115,117
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_64",119,121
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_random",124,127
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_no_64",132,135
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_limit_10",140,142
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_32",144,146
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_64",148,150
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_random",153,156
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_limit_10",163,165
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_32",167,169
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_64",171,173
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_random",176,180
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_no_64",187,189
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_limit_10",193,195
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_32",197,199
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_all_64",201,203
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_resiliency_random",206,210
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","_compare_index_dtype",219,229
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_decorator_maxval_limit",230,242
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","check",234,239
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_decorator_maxval_random",243,261
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","check",247,258
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","test_downcast_intp",262,304
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","check_limited",269,283
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_64bit.py","check_unlimited",285,299
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","toarray",16,20
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","dat1d",22,25
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","datsp_math_dtypes",27,34
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_empty_arithmetic",37,55
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_abs",56,59
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_round",60,64
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_elementwise_power",65,73
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_real",74,78
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_imag",79,83
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_mul_scalar",84,88
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_rmul_scalar",89,93
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_sub",94,109
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_add0",110,118
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_elementwise_multiply",119,139
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_elementwise_multiply_broadcast",140,202
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_elementwise_divide",203,236
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_pow",237,252
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_dot_scalar",253,260
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_matmul",261,294
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_sub_dense",295,308
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_arithmetic1d.py","test_size_zero_matrix_arithmetic",309,342
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_sum",49,55
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_mean",57,61
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_min_max",63,78
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_todense",80,84
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_indexing",86,106
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_dense_addition",108,112
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_sparse_addition",114,117
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_elementwise_mul",119,122
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_elementwise_rmul",124,135
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_matmul",137,140
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_power_operator",142,152
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_sparse_divide",154,156
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_sparse_dense_divide",158,161
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_dense_divide",163,166
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_no_A_attr",168,172
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_no_H_attr",174,178
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_getrow_getcol",180,184
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_as_linearoperator",188,192
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_inv",194,203
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_expm",205,219
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_expm_multiply",221,230
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_norm",232,236
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_onenormest",238,242
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_spsolve",244,253
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_spsolve_triangular",255,268
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_factorized",270,280
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_solvers",287,297
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_lstsqr",303,307
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_eigs",309,316
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_eigsh",318,326
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_svds",328,335
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_splu",336,350
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_spilu",351,365
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_index_dtype_compressed",384,418
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_diags",419,423
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_eye",424,428
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_spdiags",429,433
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_identity",434,438
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_kron_dense",439,445
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_kron_sparse",446,452
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_kronsum",453,459
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_random",460,464
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_rand",465,469
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_default_is_matrix_stacks",471,479
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_blocks_default_construction_fn_matrices",480,495
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_format_property",496,505
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_issparse",506,520
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_isspmatrix",521,535
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_array_api.py","test_isspmatrix_format",548,561
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","assert_in",52,56
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","assert_array_equal_dtype",57,61
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","sparse_may_share_memory",66,85
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","_underlying_arrays",69,78
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","with_64bit_maxval_limit",86,175
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","new_get_index_dtype",101,105
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","new_get_index_dtype",107,108
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","new_get_index_dtype",111,112
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","new_get_index_dtype",114,134
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","new_downcast_intp_index",136,140
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","decorator",141,172
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","wrapper",149,171
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","toarray",176,181
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__add__",185,187
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__mul__",188,190
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__sub__",191,193
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__radd__",194,196
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rmul__",197,199
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rsub__",200,202
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__matmul__",203,205
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rmatmul__",206,208
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__init__",212,214
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","shape",215,217
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","ndim",218,220
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__add__",221,223
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__mul__",224,226
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__sub__",227,229
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__radd__",230,232
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rmul__",233,235
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rsub__",236,238
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__matmul__",239,241
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__rmatmul__",242,244
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__eq__",247,249
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__ne__",250,252
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__lt__",253,255
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__le__",256,258
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__gt__",259,261
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","__ge__",262,265
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_getrow",282,285
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_getcol",286,289
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_asfptype",290,302
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","init_class",319,341
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_bool",342,354
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",343,349
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_bool_rollover",355,365
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_eq",366,401
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",368,396
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_ne",402,438
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",403,433
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_eq_ne_different_shapes",439,445
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_lt",446,506
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",447,501
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_gt",507,566
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",508,561
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","test_le",567,622
"backend/.venv/Lib/site-packages/scipy/sparse/tests/test_base.py","check",568,617
